IDENTIFYER,Location,Authors,year,Journal,Species,Family,N_fix,Growth_Habit,Koppen,Lat,Long,MAP,MAT,EVAP,DryIND,Elevation,Land_system,Narea,WUEi,Aarea,gsarea,Log10Narea,Log10WUEi,Log10A,Log10gs,SLA,LMA,Log10SLA
1540,P,Sumbele,2012,AOB plants,Tasmannia xerophila,Winteraceae,N,Ev. Ang.,C,-36.28,148.97,628,10.3,682,1.36,1400,Natural,3.05,115,7.5,0.065,0.483850459,2.060761928,0.876140678,-1.184621249,5.637891072,177.3712878,0.751116681
1541,R,Sumbele,2012,AOB plants,Thapsia garganica,Apiaceae,N,Forb,C,38.1,23.77,465,17.1,364,2.04,299,Natural,0.7,130,8.3,0.064,-0.156221261,2.113995285,0.920804706,-1.193190579,17.54306524,57.00258115,1.244105478
1543,P,Sumbele,2012,AOB plants,Veronica derwentiana,Plantaginaceae,N,Forb,C,-36.28,148.97,628,10.3,682,1.36,1400,Natural,2.46,91.3,18.4,0.202,0.390679097,1.960378364,1.264653414,-0.69572495,6.803523849,146.9826552,0.832733911
1575,T,Tjoelker ,2005,New Phytol,Astragalus candensis,Fabaceae,F,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,3.95,35.1,25.8,0.734,0.596597096,1.545923646,1.411619706,-0.13430394,10.6,94.33962264,1.025305865
1578,T,Tjoelker ,2005,New Phytol,Desmodium canadense,Fabaceae,F,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.49,47.1,12.1,0.257,0.173186268,1.672852247,1.08278537,-0.590066877,15.8,63.29113924,1.198657087
1580,T,Tjoelker ,2005,New Phytol,Lespedeza capitata,Fabaceae,F,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.16,45.6,15.2,0.333,0.334453751,1.659399354,1.181843588,-0.477555766,9.8,102.0408163,0.991226076
1582,T,Tjoelker ,2005,New Phytol,Lupinus perennis,Fabaceae,F,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.39,25.1,20.9,0.834,0.378397901,1.398980235,1.320146286,-0.078833949,15.4,64.93506494,1.187520721
1584,T,Tjoelker ,2005,New Phytol,Petalostemum purpureum,Fabaceae,F,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,3.63,30.3,36.6,1.209,0.559906625,1.481054785,1.563481085,0.082426301,7.5,133.3333333,0.875061263
1585,T,Tjoelker ,2005,New Phytol,Petalostemum villosum,Fabaceae,F,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,3.02,35,30.3,0.866,0.480006943,1.543924736,1.481442629,-0.062482108,9,111.1111111,0.954242509
1564,T,Tjoelker ,2005,New Phytol,Achillea millefolium,Asteraceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.01,37.5,20.3,0.542,0.303196057,1.573496751,1.307496038,-0.266000713,13,76.92307692,1.113943352
1565,T,Tjoelker ,2005,New Phytol,Agastache foeniculum,Lamiaceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.61,37.4,16.8,0.449,0.416640507,1.573062941,1.225309282,-0.347753659,10.8,92.59259259,1.033423755
1566,T,Tjoelker ,2005,New Phytol,Agropyron repens,Poaceae,N,Graminoid,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.59,53.4,24.3,0.455,0.201397124,1.727594877,1.385606274,-0.341988603,16.2,61.72839506,1.209515015
1567,T,Tjoelker ,2005,New Phytol,Agrostis scabra,Poaceae,N,Graminoid,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.43,61.8,31.7,0.513,0.155336037,1.790941897,1.501059262,-0.289882635,11.8,84.74576271,1.071882007
1568,T,Tjoelker ,2005,New Phytol,Ambrosia artemisiifolia,Asteraceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.99,26.5,27.4,1.035,0.298853076,1.422810213,1.437750563,0.01494035,12.9,77.51937984,1.11058971
1569,T,Tjoelker ,2005,New Phytol,Anemone cylindrica,Ranunculaceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.56,39.5,15.4,0.39,0.193124598,1.596456114,1.187520721,-0.408935393,10.7,93.45794393,1.029383778
1570,T,Tjoelker ,2005,New Phytol,Asclepias syriaca,Asclepiadaceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.76,39.8,18.1,0.455,0.245512668,1.599667178,1.257678575,-0.341988603,15.7,63.69426752,1.195899652
1571,T,Tjoelker ,2005,New Phytol,Asclepias tuberosa,Asclepiadaceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.76,60.1,11.3,0.188,0.245512668,1.778920594,1.053078443,-0.725842151,12.1,82.6446281,1.08278537
1572,T,Tjoelker ,2005,New Phytol,Aster azureus,Asteraceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.67,29.6,13.6,0.46,0.222716471,1.470781077,1.133538908,-0.337242168,9.8,102.0408163,0.991226076
1573,T,Tjoelker ,2005,New Phytol,Aster ericoides,Asteraceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.33,57.2,20.3,0.355,0.367355921,1.757267685,1.307496038,-0.449771647,7.8,128.2051282,0.892094603
1574,T,Tjoelker ,2005,New Phytol,Aster novaeanglieae,Asteraceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.61,48.1,15.1,0.314,0.206825876,1.682047299,1.178976947,-0.503070352,15.2,65.78947368,1.181843588
1576,T,Tjoelker ,2005,New Phytol,Coreopsis palmata,Asteraceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.77,42.4,10.8,0.255,0.247973266,1.626883575,1.033423755,-0.59345982,6.6,151.5151515,0.819543936
1577,T,Tjoelker ,2005,New Phytol,Corylus americanus,Betulaceae,N,Dec. Ang.,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.17,34.1,15.6,0.458,0.336459734,1.53225912,1.193124598,-0.339134522,9.5,105.2631579,0.977723605
1579,T,Tjoelker ,2005,New Phytol,Koeleria cristata,Poaceae,N,Graminoid,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.22,47.9,25.7,0.536,0.346352974,1.680768334,1.409933123,-0.27083521,7.3,136.9863014,0.86332286
1581,T,Tjoelker ,2005,New Phytol,Liatris aspera,Asteraceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.12,33.9,15.6,0.46,0.326335861,1.530366767,1.193124598,-0.337242168,7.8,128.2051282,0.892094603
1583,T,Tjoelker ,2005,New Phytol,Penstemon grandiflorus,Plantaginaceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.03,31.4,22.6,0.72,0.307496038,1.496775943,1.354108439,-0.142667504,10.5,95.23809524,1.021189299
1586,T,Tjoelker ,2005,New Phytol,Poa pratensis,Poaceae,N,Graminoid,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.82,40.7,30.4,0.747,0.260071388,1.609552982,1.482873584,-0.126679398,9.9,101.010101,0.995635195
1587,T,Tjoelker ,2005,New Phytol,Potentilla arguta,Rosaceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.82,39.6,16.2,0.409,0.260071388,1.597791707,1.209515015,-0.388276692,10.5,95.23809524,1.021189299
1588,T,Tjoelker ,2005,New Phytol,Quercus macrocarpa,Fagaceae,N,Dec. Ang.,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.26,55.6,15.9,0.286,0.354108439,1.745031091,1.201397124,-0.543633967,10.6,94.33962264,1.025305865
1589,T,Tjoelker ,2005,New Phytol,Rudbeckia serotina,Asteraceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.53,33,20.4,0.619,0.184691431,1.517939518,1.309630167,-0.208309351,14,71.42857143,1.146128036
1590,T,Tjoelker ,2005,New Phytol,Solidago nemoralis,Asteraceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.94,35.6,17.1,0.48,0.28780173,1.551754873,1.23299611,-0.318758763,8.2,121.9512195,0.913813852
1591,T,Tjoelker ,2005,New Phytol,Solidago rigida,Asteraceae,N,Forb,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,1.49,29.2,14.9,0.511,0.173186268,1.464765368,1.173186268,-0.2915791,8.6,116.2790698,0.934498451
1592,T,Tjoelker ,2005,New Phytol,Stipa spartea,Poaceae,N,Graminoid,D,45.42,-93.2,749,6.2,612,0.84,290,Natural,2.67,46.6,35.1,0.753,0.426511261,1.66851214,1.545307116,-0.123205024,7.1,140.8450704,0.851258349
1647,U,von Caemmerer,2001,Aus J Plant Phys,Trifolium subterraneum,Fabaceae,F,Forb,C,-40.23,175.27,872,13.6,666,0.77,37,Natural,1.44,19.3,20.1,1.04,0.157341823,1.286162718,1.303196057,0.017033339,25.83979328,38.7,1.412289035
1645,U,von Caemmerer,2001,Aus J Plant Phys,Lolium Perenne,Poaceae,N,Graminoid,C,-40.23,175.27,872,13.6,666,0.77,37,Natural,0.77,31.8,15.6,0.49,-0.110895659,1.502928518,1.193124598,-0.30980392,29.49852507,33.9,1.469800302
1656,V,Wand,1999,Plant Ecology,Schotia afra,Fabaceae,F,Ev. Ang.,B,-28.17,17,68,17.1,109,14.06,690,Natural,3.3,87,6.7,0.077,0.51851394,1.939584078,0.826074803,-1.113509275,5.714285714,175,0.756961951
1652,V,Wand,1999,Plant Ecology,Boscia albatrunca,Capparaceae,N,Ev. Ang.,B,-28.17,17,68,17.1,109,14.06,690,Natural,10.1,74.5,12,0.161,1.004321374,1.87235537,1.079181246,-0.793174124,2.044989775,489,0.310691141
1653,V,Wand,1999,Plant Ecology,Euclea pseudebenus,Ebenaceae,N,Ev. Ang.,B,-28.17,17,68,17.1,109,14.06,690,Natural,2.9,77.4,4.8,0.062,0.462397998,1.888849548,0.681241237,-1.207608311,3.460207612,289,0.539102157
1654,V,Wand,1999,Plant Ecology,Ozoroa concolor,Anacardiaceae,N,Ev. Ang.,B,-28.17,17,68,17.1,109,14.06,690,Natural,2.5,84.4,5.4,0.064,0.397940009,1.926213786,0.73239376,-1.193820026,6.666666667,150,0.823908741
1655,V,Wand,1999,Plant Ecology,Rhus populifolia,Anacardiaceae,N,Ev. Ang.,B,-28.17,17,68,17.1,109,14.06,690,Natural,3.2,77.7,7.3,0.094,0.505149978,1.890195007,0.86332286,-1.026872146,6.622516556,151,0.821023053
1657,V,Wand,1999,Plant Ecology,Zygophyllum prismatocarpum,Zygophyllaceae,N,Ev. Ang.,B,-28.17,17,68,17.1,109,14.06,690,Natural,3.7,66,3.3,0.05,0.568201724,1.819543936,0.51851394,-1.301029996,2.747252747,364,0.438898616
1970,Z,Zhu,2012,Aust J of Botany,Alhagi sparsifolia,Fabaceae,F,Forb,B,37.05,80.58,33,13,35,19.76,1580,Natural,3.33,28.8,6.9,0.24,0.522444234,1.458637849,0.838849091,-0.619788758,13.7,72.99270073,1.136720567
1971,Z,Zhu,2012,Aust J of Botany,Karelinia caspica,Asteraceae,N,Forb,B,37.05,80.58,33,13,35,19.76,1580,Natural,2.07,43.3,11.7,0.27,0.315970345,1.636822098,1.068185862,-0.568636236,15.3,65.35947712,1.184691431
1972,Z,Zhu,2012,Aust J of Botany,Peganum harmala,Nitrariaceae,N,Forb,B,37.05,80.58,33,13,35,19.76,1580,Natural,2.81,36.5,9.5,0.26,0.44870632,1.562750257,0.977723605,-0.585026652,14.5,68.96551724,1.161368002
131,AE,Ewe,2003,FEM,Baccharis halmifolia,Asteraceae,N,Ev. Ang.,A,25.43,-80.83,1344,23.6,1230,1.03,0,Natural,1.77,25,9,0.36,0.247973266,1.397940009,0.954242509,-0.443697499,,,
132,AE,Ewe,2003,FEM,Myrica cerifera,Myricaceae,F,Ev. Ang.,A,25.43,-80.83,1344,23.6,1230,1.03,0,Natural,2.68,29.5,11.8,0.4,0.428134794,1.469822016,1.071882007,-0.397940009,,,
133,AE,Ewe,2003,FEM,Randia aculeata,Rubiaceae,N,Dec. Ang.,A,25.43,-80.83,1344,23.6,1230,1.03,0,Natural,2.19,21.7,7.8,0.36,0.340444115,1.335792102,0.892094603,-0.443697499,,,
134,AE,Ewe,2003,FEM,Rapanea punctata,Myrsinaceae,N,Ev. Ang.,A,25.43,-80.83,1344,23.6,1230,1.03,0,Natural,1.51,30.9,6.8,0.22,0.178976947,1.490086232,0.832508913,-0.657577319,,,
135,AE,Ewe,2003,FEM,Schinus terebinthisfolius,Anacardiaceae,N,Ev. Ang.,A,25.43,-80.83,1344,23.6,1230,1.03,0,Natural,1.93,34.1,10.9,0.32,0.285557309,1.53227652,1.037426498,-0.494850022,,,
